count,atemp,workingday
241,30.9986,1
156,30.9986,1
92,30.002,1
29,28.9988,1
17,30.002,1
11,28.0022,1
4,28.0022,1
4,24.0026,1
26,24.0026,1
100,24.0026,1
282,28.9988,1
382,32.0018,1
166,32.9984,1
97,34.0016,1
119,34.9982,1
168,36.998,1
150,36.998,1
123,38.0012,1
129,36.0014,1
231,36.0014,1
514,28.9988,1
543,30.002,1
413,28.0022,1
305,28.9988,1
220,26.999,1
137,26.999,1
96,26.0024,1
29,24.9992,1
12,24.9992,1
8,26.0024,1
5,24.9992,1
10,24.9992,1
21,24.9992,1
117,26.0024,1
335,28.0022,1
435,28.9988,1
213,30.002,1
140,32.0018,1
128,32.0018,1
157,32.9984,1
203,32.9984,1
159,34.9982,1
168,34.9982,1
274,34.9982,1
556,36.0014,1
556,34.0016,1
454,34.0016,1
288,34.0016,1
254,32.9984,1
191,32.9984,1
132,32.9984,1
43,32.9984,1
16,30.9986,1
11,30.9986,1
4,30.002,1
7,30.002,1
24,30.002,1
110,28.9988,1
271,28.0022,1
437,28.0022,1
195,28.9988,1
68,28.9988,1
122,28.9988,1
161,30.002,1
144,30.9986,1
147,30.9986,1
118,28.0022,1
150,26.0024,1
425,28.0022,1
492,28.0022,1
321,28.0022,1
87,28.0022,1
88,26.0024,1
77,26.0024,1
56,26.0024,1
17,26.0024,1
17,22.9994,1
7,22.9994,1
3,22.9994,1
7,26.0024,1
20,26.0024,1
97,26.0024,1
282,26.0024,1
398,26.999,1
187,30.002,1
113,28.0022,1
149,30.002,1
205,30.9986,1
205,30.9986,1
167,34.0016,1
165,34.0016,1
290,30.9986,1
555,30.9986,1
523,28.0022,1
366,28.0022,1
286,28.0022,1
211,28.0022,1
174,26.0024,1
132,24.9992,1
54,24.9992,1
19,22.9994,1
19,24.9992,1
6,22.9994,1
7,22.9994,1
16,22.9994,1
101,22.9994,1
270,24.0026,1
454,26.999,1
226,28.0022,1
163,28.9988,1
147,30.002,1
216,30.002,1
204,30.9986,1
245,30.9986,1
210,30.002,1
330,32.9984,1
550,30.9986,1
466,30.002,1
372,28.9988,1
291,28.0022,1
173,26.999,1
188,26.999,1
139,26.0024,1
133,24.0026,0
67,24.0026,0
53,24.0026,0
42,24.0026,0
10,24.0026,0
6,22.0028,0
27,22.0028,0
63,26.0024,0
121,26.0024,0
215,30.002,0
290,30.002,0
349,32.9984,0
382,34.0016,0
441,34.9982,0
380,34.9982,0
362,36.998,0
343,30.9986,0
149,30.9986,0
211,30.002,0
171,30.9986,0
137,30.002,0
114,28.0022,0
120,28.0022,0
108,28.0022,0
80,28.0022,0
73,28.0022,0
66,28.0022,0
32,28.0022,0
6,28.0022,0
5,28.0022,0
13,28.0022,0
39,28.0022,0
89,30.002,0
184,32.9984,0
266,36.998,0
269,38.9978,0
370,40.001,0
324,40.001,0
322,36.998,0
326,30.002,0
193,30.002,0
194,30.9986,0
229,30.002,0
228,30.002,0
183,30.9986,0
136,30.9986,0
103,28.0022,0
55,28.0022,0
30,28.0022,1
12,26.0024,1
7,22.9994,1
1,22.9994,1
10,22.9994,1
15,28.0022,1
95,26.999,1
267,28.9988,1
349,28.9988,1
183,30.002,1
124,32.9984,1
179,32.9984,1
182,34.0016,1
151,34.0016,1
150,32.9984,1
126,34.0016,1
282,34.9982,1
527,34.9982,1
529,34.0016,1
416,32.9984,1
286,34.0016,1
186,30.9986,1
147,30.9986,1
72,30.002,1
35,30.002,1
14,28.9988,1
12,28.9988,1
3,28.9988,1
7,28.0022,1
30,26.999,1
101,28.0022,1
343,30.002,1
392,30.002,1
175,32.9984,1
144,34.9982,1
149,34.9982,1
185,36.0014,1
175,36.0014,1
148,36.0014,1
164,34.9982,1
285,34.9982,1
532,34.0016,1
585,34.0016,1
371,32.9984,1
292,32.0018,1
230,30.002,1
155,30.002,1
75,28.9988,1
37,28.0022,1
17,28.0022,1
11,28.0022,1
4,26.999,1
5,26.999,1
32,26.0024,1
119,26.0024,1
305,26.999,1
399,28.0022,1
180,28.9988,1
113,32.0018,1
149,30.9986,1
240,32.0018,1
191,32.0018,1
178,32.0018,1
194,32.9984,1
282,32.9984,1
584,30.9986,1
559,30.9986,1
413,30.002,1
312,28.0022,1
209,28.0022,1
139,26.999,1
108,26.999,1
46,26.0024,1
26,26.0024,1
11,24.9992,1
9,24.9992,1
5,24.9992,1
25,24.9992,1
106,24.0026,1
307,24.9992,1
390,26.0024,1
197,26.999,1
132,26.999,1
187,28.0022,1
214,28.9988,1
217,28.0022,1
142,30.002,1
178,30.002,1
298,30.002,1
582,30.002,1
571,28.9988,1
371,26.999,1
288,26.999,1
206,26.999,1
157,26.999,1
127,24.9992,1
65,24.9992,1
23,24.9992,1
15,24.9992,1
9,24.9992,1
5,24.9992,1
26,24.9992,1
76,24.9992,1
264,24.9992,1
426,26.0024,1
205,26.999,1
130,26.999,1
156,28.0022,1
222,30.002,1
253,28.9988,1
186,30.002,1
249,30.002,1
334,30.9986,1
516,30.9986,1
465,28.9988,1
385,28.0022,1
287,26.999,1
226,26.999,1
231,26.0024,1
151,26.0024,1
84,26.0024,0
77,26.0024,0
74,26.0024,0
27,24.9992,0
10,24.0026,0
18,24.0026,0
22,24.0026,0
44,24.9992,0
118,26.999,0
208,28.0022,0
260,30.002,0
314,30.002,0
421,22.9994,0
153,30.9986,0
259,30.002,0
358,26.0024,0
281,28.0022,0
269,30.002,0
292,28.0022,0
237,26.0024,0
183,26.0024,0
167,26.0024,0
154,26.0024,0
120,24.0026,0
90,24.0026,0
73,22.0028,0
62,22.0028,0
27,20.9996,0
3,20.9996,0
10,20.9996,0
6,20.9996,0
24,22.9994,0
41,22.9994,0
103,22.9994,0
183,28.0022,0
198,28.0022,0
281,28.0022,0
377,30.002,0
370,30.002,0
331,30.002,0
292,30.002,0
329,30.9986,0
347,30.002,0
259,30.002,0
193,28.0022,0
155,20.003,0
39,20.003,0
27,20.9996,0
25,20.003,1
10,20.003,1
3,20.9996,1
7,20.9996,1
5,20.9996,1
17,20.003,1
90,20.003,1
258,20.003,1
355,22.9994,1
222,22.9994,1
141,26.0024,1
153,28.9988,1
178,28.9988,1
193,30.9986,1
151,28.9988,1
182,28.9988,1
283,28.9988,1
530,28.0022,1
483,26.999,1
397,26.999,1
285,24.9992,1
184,24.9992,1
98,24.9992,1
88,24.0026,1
31,24.0026,1
16,24.0026,1
4,22.9994,1
6,22.9994,1
5,24.0026,1
30,22.9994,1
119,22.9994,1
346,24.0026,1
441,26.999,1
198,26.0024,1
111,26.999,1
150,28.0022,1
162,28.9988,1
192,28.9988,1
182,28.9988,1
159,30.9986,1
303,30.9986,1
600,28.9988,1
570,28.9988,1
376,28.0022,1
280,28.0022,1
215,28.0022,1
152,26.999,1
77,24.9992,1
24,24.9992,1
14,24.0026,1
6,24.9992,1
5,22.9994,1
5,24.0026,1
28,24.0026,1
105,22.9994,1
308,24.9992,1
487,26.999,1
209,28.0022,1
118,28.9988,1
128,30.002,1
189,32.0018,1
176,30.9986,1
192,32.0018,1
159,32.0018,1
300,32.9984,1
552,32.9984,1
556,30.002,1
347,30.002,1
280,28.9988,1
230,28.9988,1
171,26.999,1
105,26.999,1
56,26.0024,1
24,24.9992,1
6,24.9992,1
6,24.9992,1
9,24.0026,1
27,22.9994,1
103,22.9994,1
308,22.9994,1
420,24.9992,1
228,28.9988,1
129,30.002,1
141,30.9986,1
173,32.9984,1
187,32.9984,1
182,34.0016,1
174,32.0018,1
245,32.0018,1
409,32.0018,1
274,30.002,1
141,24.0026,1
165,24.0026,1
149,26.0024,1
135,28.0022,1
114,28.0022,1
62,26.0024,1
20,22.0028,1
8,22.0028,1
3,22.9994,1
8,22.0028,1
17,22.0028,1
93,22.0028,1
263,24.0026,1
398,24.0026,1
218,26.999,1
165,28.9988,1
165,28.9988,1
222,28.9988,1
232,30.9986,1
220,32.0018,1
222,32.9984,1
327,32.9984,1
527,30.9986,1
425,30.9986,1
165,22.9994,1
58,22.0028,1
107,22.0028,1
122,20.003,1
106,20.003,1
51,22.0028,1
21,22.9994,1
25,20.003,1
14,20.003,1
7,18.9998,1
23,18.9998,1
105,22.0028,1
342,22.0028,1
498,22.9994,1
207,24.0026,1
138,26.0024,1
192,28.0022,1
229,28.0022,1
219,28.0022,1
198,28.0022,1
174,28.0022,1
308,28.0022,1
628,28.0022,1
531,28.0022,1
443,26.999,1
280,24.9992,1
177,24.9992,1
179,24.9992,1
126,24.0026,1
64,24.0026,1
32,22.9994,1
20,22.9994,1
8,20.9996,1
4,20.9996,1
20,20.9996,1
76,20.9996,1
259,20.9996,1
456,22.9994,1
220,22.0028,1
140,24.0026,1
192,24.9992,1
260,24.9992,1
279,26.0024,1
283,26.999,1
346,26.999,1
381,26.999,1
455,26.0024,1
355,26.0024,1
287,24.9992,1
196,24.0026,1
149,24.0026,1
147,24.0026,1
98,24.0026,1
87,24.0026,0
74,24.0026,0
41,24.0026,0
35,22.9994,0
7,22.9994,0
12,24.0026,0
23,22.9994,0
38,22.9994,0
89,24.0026,0
201,24.9992,0
258,24.9992,0
194,24.9992,0
257,26.999,0
353,26.999,0
380,28.9988,0
388,28.9988,0
374,28.9988,0
371,28.9988,0
339,28.9988,0
295,28.0022,0
219,28.0022,0
164,26.0024,0
162,26.0024,0
123,24.9992,0
109,22.9994,0
75,24.0026,0
60,24.0026,0
43,22.0028,0
4,22.0028,0
6,22.0028,0
3,22.0028,0
30,24.0026,0
70,24.0026,0
189,24.0026,0
297,28.0022,0
337,30.002,0
435,32.0018,0
419,32.9984,0
361,34.0016,0
410,34.0016,0
337,34.9982,0
376,32.0018,0
356,32.0018,0
328,30.002,0
229,30.002,0
207,30.002,0
155,30.002,0
104,28.9988,0
97,28.0022,0
54,26.0024,0
39,26.0024,0
16,26.0024,0
8,26.0024,0
6,24.9992,0
11,24.9992,0
41,24.9992,0
101,24.0026,0
152,26.0024,0
244,26.999,0
308,28.0022,0
353,28.9988,0
389,30.002,0
357,30.002,0
253,26.0024,0
284,26.0024,0
114,22.9994,0
123,22.9994,0
175,22.9994,0
82,22.9994,0
60,22.9994,0
64,20.003,0
20,18.9998,0
8,18.0032,1
2,18.0032,1
1,18.0032,1
4,18.0032,1
21,18.0032,1
72,18.0032,1
172,18.0032,1
364,18.0032,1
185,18.0032,1
106,18.0032,1
89,18.0032,1
67,18.0032,1
29,18.0032,1
24,18.0032,1
89,18.0032,1
106,18.0032,1
291,18.0032,1
373,18.0032,1
281,18.0032,1
163,18.0032,1
121,18.0032,1
84,18.0032,1
58,18.0032,1
13,18.0032,1
5,18.0032,1
6,18.0032,1
2,18.9998,1
4,18.9998,1
16,18.9998,1
75,20.003,1
86,20.003,1
328,20.003,1
190,20.003,1
66,20.003,1
10,18.0032,1
22,18.9998,1
11,20.003,1
25,18.0032,1
58,20.003,1
144,22.0028,1
285,22.0028,1
237,22.0028,1
226,22.0028,1
96,22.0028,1
38,22.0028,1
29,20.003,1
24,20.003,1
14,17,1
4,20.003,1
2,20.003,1
3,20.003,1
14,20.003,1
56,20.003,1
179,20.003,1
195,20.003,1
69,18.0032,1
65,20.9996,1
98,20.9996,1
102,22.9994,1
126,26.0024,1
120,28.0022,1
139,22.9994,1
156,20.9996,1
113,20.9996,1
68,20.9996,1
52,18.0032,1
89,20.003,1
82,20.9996,1
70,18.0032,1
26,18.0032,1
16,20.9996,1
8,18.0032,1
8,18.0032,1
2,20.003,1
3,20.003,1
14,20.003,1
57,18.0032,1
108,18.0032,1
288,20.003,1
136,20.003,1
29,18.0032,1
72,20.003,1
75,20.9996,1
122,28.0022,1
148,30.002,1
188,30.002,1
285,30.002,1
505,28.0022,1
410,28.0022,1
349,22.9994,1
210,20.9996,1
203,22.9994,1
160,20.003,1
148,20.003,1
116,20.003,0
83,20.003,0
64,17,0
37,20.003,0
7,20.003,0
8,20.003,0
6,20.003,0
52,20.003,0
119,22.0028,0
207,22.9994,0
318,26.999,0
360,28.9988,0
404,28.9988,0
370,28.9988,0
359,28.9988,0
480,28.9988,0
431,28.9988,0
460,28.9988,0
360,28.0022,0
315,26.999,0
245,24.9992,0
230,22.9994,0
175,22.9994,0
139,20.9996,0
108,20.9996,0
88,20.9996,0
76,22.9994,0
45,22.9994,0
9,20.9996,0
39,20.9996,0
20,20.003,0
37,20.003,0
94,22.9994,0
227,24.9992,0
334,26.999,0
402,26.999,0
411,26.999,0
350,28.9988,0
342,28.0022,0
404,28.0022,0
483,28.0022,0
380,28.0022,0
339,26.0024,0
333,24.0026,0
226,22.9994,0
159,24.0026,0
95,24.0026,0
45,20.003,0
16,18.9998,1
12,18.9998,1
2,18.9998,1
4,18.0032,1
24,18.9998,1
109,18.9998,1
312,20.003,1
408,22.0028,1
176,24.0026,1
129,26.0024,1
165,26.999,1
184,28.0022,1
163,28.0022,1
189,28.0022,1
212,28.0022,1
298,28.0022,1
590,28.0022,1
571,26.999,1
436,26.0024,1
299,24.9992,1
195,24.0026,1
150,22.0028,1
69,22.0028,1
26,20.003,1
10,20.003,1
2,22.0028,1
4,20.003,1
8,18.9998,1
20,18.9998,1
122,18.9998,1
362,20.003,1
425,20.9996,1
214,24.0026,1
135,26.0024,1
153,26.999,1
187,28.0022,1
184,28.0022,1
190,28.0022,1
180,28.0022,1
292,28.0022,1
579,28.0022,1
539,26.999,1
396,26.0024,1
272,24.9992,1
245,22.9994,1
144,22.9994,1
74,22.9994,1
33,22.9994,1
8,22.9994,1
5,20.9996,1
8,20.003,1
9,20.9996,1
31,20.003,1
145,20.003,1
370,20.9996,1
429,22.0028,1
202,22.9994,1
142,26.999,1
164,28.9988,1
212,28.9988,1
178,30.002,1
124,30.9986,1
176,30.9986,1
277,30.002,1
599,30.002,1
586,28.9988,1
381,26.999,1
261,28.0022,1
213,24.9992,1
160,24.9992,1
72,24.0026,1
37,24.0026,1
20,24.0026,1
5,22.9994,1
8,22.9994,1
7,22.0028,1
31,22.0028,1
124,20.9996,1
338,22.9994,1
391,24.0026,1
209,24.0026,1
121,24.9992,1
159,26.0024,1
179,24.9992,1
189,24.0026,1
170,24.0026,1
135,22.9994,1
222,18.0032,1
261,15.0002,1
244,15.0002,1
232,13.997,1
248,13.997,1
145,13.997,1
115,13.0004,1
69,13.0004,1
48,11.9972,1
26,11.9972,1
10,11.0006,1
6,11.0006,1
4,11.0006,1
32,9.9974,1
93,9.9974,1
299,11.0006,1
409,11.9972,1
210,13.997,1
140,15.9968,1
179,15.9968,1
251,17,1
223,18.0032,1
225,18.0032,1
203,18.0032,1
358,17,1
566,17,1
482,17,1
315,15.9968,1
225,15.9968,1
163,15.9968,1
167,15.0002,1
126,15.9968,1
108,13.997,0
80,13.997,0
79,13.997,0
28,13.997,0
5,13.997,0
5,13.997,0
22,13.997,0
37,13.997,0
108,13.997,0
177,15.0002,0
249,15.9968,0
367,17,0
372,17,0
349,17,0
297,17,0
354,17,0
305,18.0032,0
359,17,0
329,17,0
256,17,0
176,17,0
170,15.9968,0
143,15.9968,0
136,13.997,0
112,13.997,0
79,13.997,0
89,13.0004,0
36,13.0004,0
1,13.0004,0
6,13.0004,0
12,13.0004,0
44,13.997,0
69,13.997,0
140,15.0002,0
260,15.9968,0
317,17,0
364,18.0032,0
376,18.9998,0
311,20.003,0
365,20.003,0
369,18.9998,0
325,18.9998,0
289,18.9998,0
245,18.0032,0
180,18.0032,0
147,18.0032,0
84,18.0032,0
54,18.0032,0
37,17,1
10,17,1
13,17,1
5,15.9968,1
8,15.9968,1
28,15.9968,1
113,15.9968,1
332,15.9968,1
420,17,1
215,18.0032,1
105,18.9998,1
139,20.003,1
189,20.003,1
177,24.0026,1
188,24.0026,1
187,24.0026,1
263,24.0026,1
568,20.003,1
540,18.9998,1
374,18.9998,1
231,18.9998,1
200,18.9998,1
129,18.9998,1
68,18.9998,1
130,15.9968,0
58,15.0002,0
67,13.997,0
25,13.997,0
8,13.0004,0
5,13.0004,0
19,11.9972,0
36,11.9972,0
67,11.0006,0
129,11.0006,0
121,11.0006,0
132,9.9974,0
158,11.0006,0
125,11.0006,0
180,11.9972,0
195,11.9972,0
223,11.0006,0
228,11.0006,0
140,9.9974,0
126,9.9974,0
66,7.9976,0
56,7.9976,0
70,7.001,0
65,7.001,0
47,5.9978,0
24,5.0012,0
30,3.998,0
9,5.0012,0
7,5.0012,0
7,3.998,0
15,5.0012,0
29,5.9978,0
64,5.9978,0
115,5.9978,0
248,5.9978,0
292,9.9974,0
321,11.0006,0
308,11.0006,0
256,7.001,0
173,5.9978,0
206,7.001,0
167,7.001,0
174,7.001,0
162,9.9974,0
87,5.9978,0
88,7.001,0
64,7.9976,0
25,7.9976,0
16,7.001,1
6,7.9976,1
4,7.9976,1
7,9.0008,1
8,7.001,1
21,7.9976,1
94,9.0008,1
249,7.001,1
372,7.9976,1
153,11.0006,1
101,11.0006,1
126,11.0006,1
147,11.0006,1
118,11.9972,1
120,11.0006,1
101,11.0006,1
218,11.0006,1
495,11.0006,1
412,11.0006,1
315,11.0006,1
204,11.0006,1
138,11.0006,1
91,11.0006,1
54,11.0006,1
27,11.0006,1
9,11.0006,1
3,11.0006,1
6,11.0006,1
7,11.0006,1
27,11.0006,1
112,11.0006,1
309,11.9972,1
400,13.0004,1
187,13.997,1
126,15.0002,1
124,18.0032,1
199,18.9998,1
173,18.9998,1
183,20.003,1
194,20.003,1
309,20.003,1
585,18.9998,1
524,18.0032,1
345,17,1
261,17,1
166,15.9968,1
114,15.9968,1
66,15.0002,1
43,15.0002,1
11,15.0002,1
3,13.997,1
6,13.997,1
5,13.0004,1
32,13.0004,1
117,13.0004,1
301,13.997,1
467,17,1
219,18.0032,1
133,18.9998,1
170,24.9992,1
214,24.9992,1
219,24.9992,1
190,24.9992,1
182,24.9992,1
282,24.9992,1
591,24.9992,1
593,24.9992,1
374,20.003,1
246,17,1
201,15.9968,1
154,17,1
73,15.9968,1
40,15.9968,1
22,15.0002,1
10,13.997,1
5,13.0004,1
5,13.0004,1
24,11.9972,1
114,11.0006,1
302,11.9972,1
457,13.0004,1
208,13.997,1
129,17,1
144,18.0032,1
226,18.9998,1
191,18.9998,1
195,20.003,1
219,20.003,1
323,20.003,1
568,18.9998,1
538,18.0032,1
343,17,1
260,15.9968,1
195,13.997,1
148,13.997,1
99,13.0004,1
67,13.0004,1
28,13.0004,1
5,11.9972,1
10,11.0006,1
5,11.0006,1
27,11.9972,1
87,11.9972,1
242,11.9972,1
417,13.997,1
241,15.0002,1
174,17,1
230,18.9998,1
235,24.9992,1
305,24.9992,1
256,24.9992,1
270,24.9992,1
419,24.9992,1
563,24.9992,1
465,18.9998,1
294,18.9998,1
197,18.0032,1
166,15.9968,1
146,15.9968,1
136,15.9968,1
89,15.0002,0
65,13.997,0
45,13.997,0
20,13.0004,0
10,11.9972,0
8,11.9972,0
22,11.9972,0
73,11.9972,0
103,13.997,0
217,15.9968,0
337,17,0
397,20.003,0
446,24.9992,0
485,24.9992,0
465,24.9992,0
496,24.9992,0
451,24.9992,0
393,24.9992,0
359,24.9992,0
248,18.0032,0
202,17,0
187,17,0
149,15.9968,0
142,15.0002,0
129,13.997,0
78,13.997,0
55,13.997,0
30,13.0004,0
14,13.0004,0
15,13.0004,0
21,13.0004,0
44,13.0004,0
107,13.997,0
185,15.9968,0
365,18.9998,0
423,24.9992,0
455,24.9992,0
418,24.9992,0
500,26.0024,0
407,26.0024,0
470,24.9992,0
438,24.0026,0
414,24.9992,0
302,18.9998,0
193,18.9998,0
173,18.0032,0
152,17,0
123,15.9968,0
53,15.9968,0
34,15.0002,0
19,15.0002,0
11,13.997,0
6,13.997,0
21,13.997,0
44,13.0004,0
114,13.997,0
254,17,0
219,18.0032,0
265,18.9998,0
322,24.0026,0
365,26.999,0
365,26.999,0
370,26.999,0
384,26.999,0
402,26.0024,0
459,24.9992,0
473,24.9992,0
336,20.003,0
225,22.9994,0
175,18.9998,0
126,18.9998,0
75,18.0032,0
30,18.0032,1
11,17,1
5,17,1
3,17,1
5,17,1
20,17,1
123,17,1
352,17,1
406,18.9998,1
235,22.9994,1
149,22.9994,1
123,22.9994,1
181,22.9994,1
180,22.9994,1
171,22.9994,1
175,22.0028,1
320,22.9994,1
604,22.0028,1
539,22.0028,1
318,20.003,1
234,20.003,1
175,20.003,1
147,18.9998,1
57,18.9998,1
25,18.9998,1
10,18.9998,1
2,18.9998,1
2,18.0032,1
7,18.0032,1
22,18.0032,1
112,18.0032,1
259,18.0032,1
404,18.0032,1
197,18.0032,1
113,18.0032,1
120,18.0032,1
62,18.0032,1
101,18.0032,1
78,18.0032,1
45,18.0032,1
55,18.9998,1
251,18.0032,1
172,18.0032,1
109,18.0032,1
90,18.0032,1
83,18.0032,1
43,18.0032,1
54,18.0032,1
15,18.0032,1
12,18.0032,1
4,18.0032,1
6,18.0032,1
7,18.0032,1
17,18.0032,1
52,18.0032,1
81,18.0032,1
209,18.0032,1
109,18.9998,1
69,18.9998,1
84,22.0028,1
105,20.9996,1
162,22.0028,1
133,24.0026,1
155,24.0026,1
276,24.9992,1
479,22.0028,1
268,22.0028,1
205,22.0028,1
181,22.0028,1
123,22.0028,1
114,22.0028,1
47,20.003,1
39,20.003,1
24,20.003,1
6,18.9998,1
7,18.9998,1
8,18.9998,1
17,18.9998,1
94,18.9998,1
147,18.9998,1
209,18.9998,1
180,18.9998,1
125,18.0032,1
87,17,1
75,17,1
132,18.9998,1
156,24.9992,1
230,24.9992,1
344,24.9992,1
481,20.003,1
423,18.0032,1
248,18.0032,1
196,17,1
178,15.9968,1
143,13.997,1
95,13.997,1
106,13.997,0
73,13.997,0
56,13.997,0
23,13.0004,0
6,11.9972,0
7,11.9972,0
20,11.0006,0
57,11.0006,0
125,13.997,0
207,17,0
322,18.0032,0
374,18.9998,0
456,20.003,0
394,24.9992,0
472,24.9992,0
377,24.9992,0
443,24.9992,0
441,20.003,0
372,18.0032,0
238,15.9968,0
179,15.9968,0
168,15.9968,0
166,15.9968,0
135,15.0002,0
107,13.997,0
77,13.0004,0
65,11.9972,0
42,11.9972,0
12,11.9972,0
7,11.9972,0
10,9.9974,0
48,11.0006,0
99,13.0004,0
190,15.9968,0
347,18.0032,0
377,18.9998,0
444,20.003,0
438,24.9992,0
462,24.9992,0
412,24.9992,0
466,24.9992,0
405,20.003,0
328,18.9998,0
233,18.0032,0
178,18.0032,0
102,18.0032,0
130,18.9998,0
62,18.9998,0
37,18.0032,1
17,18.9998,1
7,18.9998,1
2,18.9998,1
5,17,1
29,15.9968,1
114,15.9968,1
309,15.9968,1
414,15.9968,1
206,15.9968,1
135,17,1
166,18.9998,1
205,18.9998,1
205,18.9998,1
166,20.003,1
208,18.9998,1
302,20.003,1
620,18.9998,1
518,18.9998,1
333,18.0032,1
229,17,1
177,15.9968,1
104,15.9968,1
62,15.0002,1
31,15.0002,1
11,13.997,1
5,13.0004,1
1,13.0004,1
4,13.0004,1
21,13.997,1
109,13.997,1
341,13.997,1
499,15.9968,1
227,17,1
102,18.9998,1
147,24.9992,1
201,24.9992,1
219,24.9992,1
169,24.9992,1
205,24.9992,1
304,24.9992,1
625,24.0026,1
570,18.9998,1
317,18.9998,1
227,18.0032,1
206,18.0032,1
137,17,1
70,17,1
34,17,1
16,17,1
7,17,1
3,15.9968,1
3,15.9968,1
31,17,1
68,17,1
210,18.0032,1
202,17,1
123,17,1
149,17,1
130,17,1
106,18.0032,1
97,18.0032,1
120,18.0032,1
201,18.9998,1
181,18.9998,1
140,18.9998,1
197,20.003,1
145,18.0032,1
85,20.003,1
107,20.003,1
69,20.003,1
21,7.001,1
11,7.001,1
4,7.001,1
6,7.001,1
8,5.0012,1
18,5.0012,1
93,5.0012,1
254,5.9978,1
419,5.9978,1
222,11.0006,1
135,13.0004,1
117,13.997,1
176,15.9968,1
167,15.0002,1
150,15.9968,1
186,15.9968,1
298,15.0002,1
506,13.0004,1
460,11.9972,1
313,11.9972,1
209,11.0006,1
127,9.0008,1
96,9.0008,1
72,7.9976,1
19,7.001,1
10,5.9978,1
2,5.9978,1
2,5.9978,1
4,5.9978,1
27,5.9978,1
92,5.9978,1
251,5.9978,1
472,7.001,1
228,7.9976,1
133,11.0006,1
144,11.9972,1
189,13.997,1
161,15.0002,1
172,15.9968,1
187,15.0002,1
266,15.0002,1
553,13.0004,1
479,11.9972,1
282,11.0006,1
182,11.0006,1
168,9.9974,1
106,7.001,1
57,7.9976,1
31,7.9976,1
15,5.9978,1
7,5.9978,1
5,5.9978,1
4,5.9978,1
28,5.9978,1
99,5.9978,1
292,5.9978,1
402,7.001,1
164,7.001,1
110,11.0006,1
120,13.0004,1
179,15.9968,1
169,17,1
152,17,1
162,17,1
267,17,1
498,15.0002,1
433,13.997,1
252,13.0004,1
209,11.9972,1
144,11.0006,1
137,11.0006,1
95,11.0006,1
43,11.0006,1
17,11.0006,1
10,11.0006,1
8,9.9974,1
7,9.9974,1
23,9.9974,1
66,9.9974,1
245,11.0006,1
395,11.0006,1
254,11.9972,1
134,11.9972,1
162,13.0004,1
197,15.0002,1
194,13.0004,1
201,13.0004,1
237,13.997,1
290,13.997,1
480,11.9972,1
374,11.9972,1
196,11.0006,1
186,5.9978,1
123,5.0012,1
115,3.998,1
89,3.998,1
52,3.0014,0
62,3.998,0
31,1.9982,0
8,1.9982,0
8,1.0016,0
2,-0.9982,0
23,-0.0016,0
34,-0.0016,0
84,1.0016,0
141,1.9982,0
227,3.998,0
238,7.9976,0
372,7.001,0
355,11.0006,0
386,11.9972,0
343,11.0006,0
335,11.0006,0
334,9.9974,0
237,7.9976,0
204,7.9976,0
165,7.001,0
118,7.001,0
82,5.9978,0
85,5.0012,0
75,5.0012,0
115,3.998,0
29,3.998,0
9,3.0014,0
6,3.0014,0
5,-0.0016,0
16,3.0014,0
28,1.9982,0
90,3.998,0
170,5.0012,0
262,7.9976,0
320,11.9972,0
346,13.0004,0
314,13.997,0
320,13.997,0
306,15.0002,0
347,13.997,0
256,13.0004,0
185,11.9972,0
151,9.9974,0
116,7.9976,0
88,7.9976,0
45,9.0008,0
50,7.001,0
15,7.9976,1
8,7.9976,1
2,7.001,1
3,7.001,1
6,7.001,1
26,5.9978,1
99,5.0012,1
311,5.0012,1
410,5.0012,1
174,5.9978,1
123,7.001,1
128,11.9972,1
179,13.997,1
189,18.0032,1
145,18.9998,1
170,18.9998,1
295,17,1
528,15.9968,1
425,13.997,1
300,13.997,1
204,11.0006,1
139,9.9974,1
108,7.9976,1
48,7.9976,1
18,7.001,1
11,5.9978,1
1,7.001,1
3,7.001,1
4,5.9978,1
18,5.0012,1
99,5.9978,1
323,5.0012,1
466,5.9978,1
191,9.0008,1
129,11.9972,1
147,13.997,1
203,17,1
196,18.0032,1
161,18.9998,1
188,20.003,1
289,18.9998,1
499,17,1
462,15.0002,1
278,13.997,1
181,11.0006,1
182,11.0006,1
108,9.0008,1
48,9.0008,1
13,9.0008,1
10,7.9976,1
5,7.001,1
4,7.001,1
4,7.001,1
28,5.9978,1
98,5.9978,1
300,5.9978,1
456,7.001,1
219,7.9976,1
105,11.0006,1
152,13.997,1
180,15.9968,1
167,15.9968,1
179,17,1
151,17,1
281,17,1
485,13.997,1
408,13.0004,1
304,13.0004,1
219,13.0004,1
161,11.0006,1
114,11.0006,1
66,9.9974,1
24,11.0006,1
11,11.0006,1
5,9.9974,1
11,9.9974,1
3,9.9974,1
23,7.001,1
114,7.001,1
272,9.9974,1
436,11.0006,1
211,11.9972,1
117,13.0004,1
108,13.997,1
167,11.9972,1
96,5.9978,1
64,5.9978,1
62,5.9978,1
73,7.001,1
177,7.001,1
273,7.001,1
211,7.001,1
168,5.9978,1
136,5.9978,1
89,5.9978,1
82,5.9978,1
66,5.0012,0
19,3.998,0
11,3.0014,0
6,3.0014,0
8,3.0014,0
13,3.0014,0
